"","X","Id","Label","timeset","modularity_class","labeldiff","kingdom","phylum","class","order","family","genus","species","name","abun","module2"
"431",431,"Zotu4826","Zotu4826",NA,1,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae",NA,NA,"Zotu4826",0.000213,"1"
"432",432,"Zotu486","Zotu486",NA,1,"other","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","uncultured","uncultured","alpha_proteobacterium","Zotu486",0.000219,"1"
"433",433,"Zotu487","Zotu487",NA,8,"other","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","ADurb.Bin063-1",NA,"Zotu487",0.000948,"8"
"434",434,"Zotu489","Zotu489",NA,21,"other","Bacteria","Desulfobacterota","Desulfobacteria","Desulfatiglandales","Desulfatiglandaceae","Desulfatiglans","uncultured_prokaryote","Zotu489",0.000569,"21"
"435",435,"Zotu1071","Zotu1071",NA,21,"other","Bacteria","Desulfobacterota","Desulfobacteria","Desulfatiglandales","Desulfatiglandaceae","Desulfatiglans",NA,"Zotu1071",0.000241,"21"
"436",436,"Zotu1656","Zotu1656",NA,21,"other","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","uncultured",NA,"Zotu1656",0.000145,"21"
"437",437,"Zotu1924","Zotu1924",NA,21,"other","Bacteria","Desulfobacterota","Desulfobacteria","Desulfatiglandales","Desulfatiglandaceae","Desulfatiglans",NA,"Zotu1924",0.000117,"21"
"438",438,"Zotu2079","Zotu2079",NA,21,"diff","Bacteria","Myxococcota","Polyangia","Blfdi19","Blfdi19","Blfdi19","uncultured_delta","Zotu2079",0.000126,"21"
"439",439,"Zotu49","Zotu49",NA,1,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae",NA,NA,"Zotu49",0.002261,"1"
"440",440,"Zotu491","Zotu491",NA,8,"other","Bacteria","Verrucomicrobiota","Lentisphaeria","Oligosphaerales","Lenti-02","Lenti-02","metagenome","Zotu491",0.000521,"8"
"441",441,"Zotu4929","Zotu4929",NA,6,"other","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium_sensu_stricto_8","uncultured_bacterium","Zotu4929",0.000208,"6"
"442",442,"Zotu1404","Zotu1404",NA,6,"diff","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium_sensu_stricto_8","uncultured_bacterium","Zotu1404",0.000176,"6"
"443",443,"Zotu493","Zotu493",NA,13,"other","Bacteria","Actinobacteriota","Coriobacteriia","OPB41","OPB41","OPB41",NA,"Zotu493",0.000348,"13"
"444",444,"Zotu494","Zotu494",NA,0,"other","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas",NA,"Zotu494",0.000439,"0"
"445",445,"Zotu495","Zotu495",NA,6,"other","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium_sensu_stricto_1",NA,"Zotu495",0.000196,"6"
"446",446,"Zotu497","Zotu497",NA,0,"other","Bacteria","Acidobacteriota","Acidobacteriae","TSBb06","TSBb06","TSBb06","uncultured_bacterium","Zotu497",0.000401,"0"
"447",447,"Zotu5","Zotu5",NA,13,"other","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Trichococcus",NA,"Zotu5",0.003252,"13"
"448",448,"Zotu500","Zotu500",NA,6,"diff","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Romboutsia",NA,"Zotu500",0.000584,"6"
"449",449,"Zotu503","Zotu503",NA,0,"other","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured",NA,"Zotu503",0.000484,"0"
"450",450,"Zotu5042","Zotu5042",NA,1,"other","Bacteria","Desulfobacterota","Desulfuromonadia","Geobacterales","Geobacteraceae","Citrifermentans",NA,"Zotu5042",0.000426,"1"
"451",451,"Zotu508","Zotu508",NA,0,"other","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Spirochaeta","uncultured_soil","Zotu508",0.000457,"0"
"452",452,"Zotu509","Zotu509",NA,2,"diff","Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylomonadaceae","Methylomonas","uncultured_bacterium","Zotu509",0.00036,"2"
"453",453,"Zotu51","Zotu51",NA,1,"other","Bacteria","Desulfobacterota","Desulfuromonadia","Geobacterales","Geobacteraceae","uncultured","uncultured_bacterium","Zotu51",0.00299,"1"
"454",454,"Zotu512","Zotu512",NA,8,"diff","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Propionivibrio","uncultured_bacterium","Zotu512",0.000195,"8"
"455",455,"Zotu515","Zotu515",NA,14,"other","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Pedosphaeraceae",NA,"Zotu515",5e-04,"14"
"456",456,"Zotu516","Zotu516",NA,13,"other","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","SM1A02",NA,"Zotu516",0.000417,"13"
"457",457,"Zotu517","Zotu517",NA,13,"other","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae",NA,NA,"Zotu517",0.000177,"13"
"458",458,"Zotu518","Zotu518",NA,13,"other","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium",NA,"Zotu518",0.000294,"13"
"459",459,"Zotu519","Zotu519",NA,21,"other","Bacteria","Desulfobacterota","Desulfobacteria","Desulfatiglandales","Desulfatiglandaceae","Desulfatiglans",NA,"Zotu519",0.000454,"21"
"460",460,"Zotu521","Zotu521",NA,1,"other","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes_BD2-2","Bacteroidetes_BD2-2","uncultured_prokaryote","Zotu521",0.00013,"1"
"461",461,"Zotu523","Zotu523",NA,1,"other","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","Roseimarinus","uncultured_bacterium","Zotu523",0.000393,"1"
"462",462,"Zotu5265","Zotu5265",NA,22,"other","Bacteria","Desulfobacterota","Desulfuromonadia","Geobacterales","Geobacteraceae","Geobacter","uncultured_Desulfuromonadales","Zotu5265",0.000518,"other"
"463",463,"Zotu2177","Zotu2177",NA,22,"other","Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Polyangium",NA,"Zotu2177",0.000116,"other"
"464",464,"Zotu529","Zotu529",NA,13,"other","Bacteria","NB1-j","NB1-j","NB1-j","NB1-j","NB1-j",NA,"Zotu529",0.000339,"13"
"465",465,"Zotu531","Zotu531",NA,0,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","MND1",NA,"Zotu531",0.000404,"0"
"466",466,"Zotu532","Zotu532",NA,13,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","uncultured",NA,"Zotu532",0.000483,"13"
"467",467,"Zotu54","Zotu54",NA,23,"other","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes_vadinHA17","Bacteroidetes_vadinHA17",NA,"Zotu54",0.00418,"other"
"468",468,"Zotu53","Zotu53",NA,23,"other","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes_vadinHA17","Bacteroidetes_vadinHA17",NA,"Zotu53",0.004205,"other"
"469",469,"Zotu540","Zotu540",NA,21,"other","Bacteria","TA06","TA06","TA06","TA06","TA06","uncultured_soil","Zotu540",0.000421,"21"
"470",470,"Zotu1697","Zotu1697",NA,21,"other","Bacteria","Firmicutes","Clostridia","Clostridia","Hungateiclostridiaceae",NA,NA,"Zotu1697",0.000136,"21"
"471",471,"Zotu1716","Zotu1716",NA,21,"other","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_bacterium","Zotu1716",0.000109,"21"
"472",472,"Zotu542","Zotu542",NA,1,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Sulfuritalea",NA,"Zotu542",0.000464,"1"
"473",473,"Zotu547","Zotu547",NA,0,"other","Bacteria","Proteobacteria","Alphaproteobacteria","Reyranellales","Reyranellaceae","Reyranella",NA,"Zotu547",0.000274,"0"
"474",474,"Zotu548","Zotu548",NA,0,"other","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Pedosphaeraceae","uncultured_bacterium","Zotu548",0.000376,"0"
"475",475,"Zotu552","Zotu552",NA,0,"other","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfosarcinaceae","Sva0081_sediment_group",NA,"Zotu552",0.000422,"0"
"476",476,"Zotu558","Zotu558",NA,2,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylomonadaceae","Methylomonas","uncultured_bacterium","Zotu558",0.000221,"2"
"477",477,"Zotu1073","Zotu1073",NA,2,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylomonadaceae","Methylomonas","uncultured_bacterium","Zotu1073",0.000108,"2"
"478",478,"Zotu559","Zotu559",NA,21,"other","Bacteria","Firmicutes","Clostridia","Clostridia","Hungateiclostridiaceae","Ruminiclostridium","uncultured_bacterium","Zotu559",0.000501,"21"
"479",479,"Zotu1906","Zotu1906",NA,21,"other","Bacteria","Verrucomicrobiota","Omnitrophia","Omnitrophales","Omnitrophaceae","Candidatus_Omnitrophus","uncultured_bacterium","Zotu1906",0.000116,"21"
"480",480,"Zotu56","Zotu56",NA,1,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae",NA,NA,"Zotu56",0.00084,"1"
"481",481,"Zotu561","Zotu561",NA,24,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","uncultured","uncultured_bacterium","Zotu561",0.000489,"other"
"482",482,"Zotu459","Zotu459",NA,24,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","uncultured","uncultured_bacterium","Zotu459",0.000668,"other"
"483",483,"Zotu567","Zotu567",NA,13,"other","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","uncultured","uncultured_bacterium","Zotu567",0.000264,"13"
"484",484,"Zotu570","Zotu570",NA,13,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Ellin6067",NA,"Zotu570",0.000402,"13"
"485",485,"Zotu572","Zotu572",NA,1,"other","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","P3OB-42","uncultured_bacterium","Zotu572",0.000124,"1"
"486",486,"Zotu575","Zotu575",NA,21,"other","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas",NA,"Zotu575",0.000408,"21"
"487",487,"Zotu576","Zotu576",NA,0,"other","Bacteria","Sva0485","Sva0485","Sva0485","Sva0485","Sva0485","uncultured_soil","Zotu576",0.00037,"0"
"488",488,"Zotu1611","Zotu1611",NA,0,"other","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys",NA,"Zotu1611",0.000129,"0"
"489",489,"Zotu577","Zotu577",NA,25,"other","Bacteria","Acidobacteriota","Acidobacteriae","GOUTB8","GOUTB8","GOUTB8","uncultured_bacterium","Zotu577",0.000404,"25"
"490",490,"Zotu1042","Zotu1042",NA,25,"other","Bacteria","Acidobacteriota","Acidobacteriae","GOUTB8","GOUTB8","GOUTB8","uncultured_bacterium","Zotu1042",0.000224,"25"
"491",491,"Zotu58","Zotu58",NA,12,"other","Bacteria","Desulfobacterota","Desulfuromonadia","Geobacterales","Geobacteraceae","Geobacter",NA,"Zotu58",0.004072,"12"
"492",492,"Zotu1649","Zotu1649",NA,12,"diff","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","uncultured","uncultured",NA,"Zotu1649",0.000132,"12"
"493",493,"Zotu375","Zotu375",NA,12,"other","Bacteria","Desulfobacterota","Desulfuromonadia","Geobacterales","Geobacteraceae","uncultured","uncultured_delta","Zotu375",0.000872,"12"
"494",494,"Zotu569","Zotu569",NA,12,"other","Bacteria","MBNT15","MBNT15","MBNT15","MBNT15","MBNT15","uncultured_Syntrophobacterales","Zotu569",0.000499,"12"
"495",495,"Zotu580","Zotu580",NA,0,"other","Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup_23",NA,"Zotu580",0.000363,"0"
"496",496,"Zotu581","Zotu581",NA,1,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylococcaceae","Methyloterricola","Methyloterricola_oryzae","Zotu581",0.000436,"1"
"497",497,"Zotu582","Zotu582",NA,0,"other","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium",NA,"Zotu582",0.00027,"0"
"498",498,"Zotu588","Zotu588",NA,0,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Ectothiorhodospirales","Thioalkalispiraceae","Thioalkalispira-Sulfurivermis","uncultured_bacterium","Zotu588",0.000338,"0"
"499",499,"Zotu59","Zotu59",NA,1,"diff","Bacteria","Proteobacteria","Gammaproteobacteria","Acidiferrobacterales","Acidiferrobacteraceae","Sulfurifustis",NA,"Zotu59",0.000935,"1"
"500",500,"Zotu591","Zotu591",NA,8,"diff","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Rhizobacter",NA,"Zotu591",0.000228,"8"
"501",501,"Zotu5941","Zotu5941",NA,26,"other","Bacteria","Desulfobacterota","Desulfuromonadia","Geobacterales","Geobacteraceae","uncultured",NA,"Zotu5941",0.001,"other"
"502",502,"Zotu247","Zotu247",NA,26,"other","Bacteria","Desulfobacterota","Desulfuromonadia","Geobacterales","Geobacteraceae","Geobacter",NA,"Zotu247",0.001138,"other"
"503",503,"Zotu5944","Zotu5944",NA,1,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Sulfuritalea","uncultured_bacterium","Zotu5944",0.000196,"1"
"504",504,"Zotu595","Zotu595",NA,13,"other","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales",NA,NA,NA,"Zotu595",0.000354,"13"
"505",505,"Zotu596","Zotu596",NA,21,"other","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Lentimicrobiaceae","Lentimicrobiaceae","uncultured_bacterium","Zotu596",0.000428,"21"
"506",506,"Zotu597","Zotu597",NA,0,"other","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Spirochaeta",NA,"Zotu597",0.00035,"0"
"507",507,"Zotu599","Zotu599",NA,20,"diff","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Lentimicrobiaceae","Lentimicrobiaceae",NA,"Zotu599",0.000474,"20"
"508",508,"Zotu60","Zotu60",NA,1,"other","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium",NA,"Zotu60",0.001648,"1"
"509",509,"Zotu496","Zotu496",NA,1,"other","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium",NA,"Zotu496",0.000207,"1"
"510",510,"Zotu605","Zotu605",NA,13,"other","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium",NA,"Zotu605",0.000327,"13"
"511",511,"Zotu608","Zotu608",NA,2,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylomonadaceae","Methylomonas","uncultured_bacterium","Zotu608",0.000293,"2"
"512",512,"Zotu609","Zotu609",NA,0,"other","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium",NA,"Zotu609",2e-04,"0"
"513",513,"Zotu61","Zotu61",NA,8,"other","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","Anaerovorax","uncultured_Anaerovorax","Zotu61",0.001932,"8"
"514",514,"Zotu610","Zotu610",NA,27,"other","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","ADurb.Bin063-1",NA,"Zotu610",0.000455,"other"
"515",515,"Zotu382","Zotu382",NA,27,"other","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","ADurb.Bin063-1","uncultured_bacterium","Zotu382",0.000864,"other"
"516",516,"Zotu611","Zotu611",NA,28,"diff","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Methylophilaceae","MM1","uncultured_bacterium","Zotu611",0.000392,"28"
"517",517,"Zotu10706","Zotu10706",NA,28,"diff","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Methylophilaceae","Methylobacillus","uncultured_bacterium","Zotu10706",0.000175,"28"
"518",518,"Zotu612","Zotu612",NA,8,"other","Bacteria","Verrucomicrobiota","Lentisphaeria","Oligosphaerales","Lenti-02","Lenti-02","metagenome","Zotu612",0.000442,"8"
"519",519,"Zotu614","Zotu614",NA,1,"other","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes_BD2-2","Bacteroidetes_BD2-2","uncultured_prokaryote","Zotu614",0.000272,"1"
"520",520,"Zotu1415","Zotu1415",NA,1,"other","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes_BD2-2","Bacteroidetes_BD2-2","uncultured_prokaryote","Zotu1415",0.00011,"1"
"521",521,"Zotu615","Zotu615",NA,8,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA,"Zotu615",0.00017,"8"
"522",522,"Zotu6206","Zotu6206",NA,0,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Hydrogenophilaceae","uncultured","uncultured_bacterium","Zotu6206",0.003854,"0"
"523",523,"Zotu621","Zotu621",NA,13,"other","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Intrasporangiaceae",NA,NA,"Zotu621",0.000252,"13"
"524",524,"Zotu623","Zotu623",NA,0,"other","Bacteria","Zixibacteria","Zixibacteria","Zixibacteria","Zixibacteria","Zixibacteria","uncultured_bacterium","Zotu623",0.000354,"0"
"525",525,"Zotu625","Zotu625",NA,0,"diff","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys",NA,"Zotu625",0.00023,"0"
"526",526,"Zotu1094","Zotu1094",NA,0,"other","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_bacterium","Zotu1094",0.000186,"0"
"527",527,"Zotu630","Zotu630",NA,1,"diff","Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20","0319-6G20","0319-6G20","marine_metagenome","Zotu630",0.000124,"1"
"528",528,"Zotu631","Zotu631",NA,1,"diff","Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylomonadaceae","Methylomonas","uncultured_bacterium","Zotu631",0.000192,"1"
"529",529,"Zotu633","Zotu633",NA,13,"other","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured",NA,"Zotu633",0.000352,"13"
"530",530,"Zotu636","Zotu636",NA,6,"other","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium_sensu_stricto_9","uncultured_bacterium","Zotu636",0.00042,"6"
"531",531,"Zotu639","Zotu639",NA,1,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae",NA,NA,"Zotu639",0.000285,"1"
"532",532,"Zotu640","Zotu640",NA,6,"other","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium_sensu_stricto_12","Clostridium_magnum","Zotu640",0.000404,"6"
"533",533,"Zotu643","Zotu643",NA,8,"other","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","ADurb.Bin063-1",NA,"Zotu643",0.000633,"8"
"534",534,"Zotu645","Zotu645",NA,0,"other","Bacteria",NA,NA,NA,NA,NA,NA,"Zotu645",0.000288,"0"
"535",535,"Zotu647","Zotu647",NA,0,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sulfuricellaceae","Sulfuricella","uncultured_bacterium","Zotu647",0.000348,"0"
"536",536,"Zotu648","Zotu648",NA,8,"diff","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","WCHB1-32",NA,"Zotu648",0.000367,"8"
"537",537,"Zotu649","Zotu649",NA,0,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA,"Zotu649",0.000369,"0"
"538",538,"Zotu652","Zotu652",NA,1,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae",NA,NA,"Zotu652",0.000373,"1"
"539",539,"Zotu653","Zotu653",NA,0,"other","Bacteria","Verrucomicrobiota","Verrucomicrobiae","LD1-PB3","LD1-PB3","LD1-PB3","uncultured_soil","Zotu653",0.000321,"0"
"540",540,"Zotu654","Zotu654",NA,13,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","SC-I-84","SC-I-84",NA,"Zotu654",0.000287,"13"
"541",541,"Zotu1341","Zotu1341",NA,13,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","SC-I-84","SC-I-84",NA,"Zotu1341",0.000142,"13"
"542",542,"Zotu655","Zotu655",NA,13,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","SC-I-84","SC-I-84",NA,"Zotu655",0.00034,"13"
"543",543,"Zotu659","Zotu659",NA,0,"other","Bacteria","Acidobacteriota","Subgroup_21","Subgroup_21","Subgroup_21","Subgroup_21","uncultured_bacterium","Zotu659",0.000287,"0"
"544",544,"Zotu66","Zotu66",NA,29,"other","Bacteria","MBNT15","MBNT15","MBNT15","MBNT15","MBNT15",NA,"Zotu66",0.003665,"other"
"545",545,"Zotu205","Zotu205",NA,29,"other","Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira",NA,"Zotu205",0.001238,"other"
"546",546,"Zotu379","Zotu379",NA,29,"other","Bacteria","MBNT15","MBNT15","MBNT15","MBNT15","MBNT15",NA,"Zotu379",0.000672,"other"
"547",547,"Zotu663","Zotu663",NA,13,"other","Bacteria","Actinobacteriota","MB-A2-108","MB-A2-108","MB-A2-108","MB-A2-108",NA,"Zotu663",0.000244,"13"
"548",548,"Zotu665","Zotu665",NA,0,"other","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_bacterium","Zotu665",0.000368,"0"
"549",549,"Zotu67","Zotu67",NA,29,"other","Bacteria","MBNT15","MBNT15","MBNT15","MBNT15","MBNT15","uncultured_delta","Zotu67",0.003318,"other"
"550",550,"Zotu671","Zotu671",NA,0,"other","Bacteria","Latescibacterota","Latescibacterota","Latescibacterota","Latescibacterota","Latescibacterota","uncultured_bacterium","Zotu671",0.000302,"0"
"551",551,"Zotu672","Zotu672",NA,0,"other","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured",NA,"Zotu672",0.000311,"0"
"552",552,"Zotu675","Zotu675",NA,0,"other","Bacteria","Sva0485","Sva0485","Sva0485","Sva0485","Sva0485","uncultured_soil","Zotu675",0.000323,"0"
"553",553,"Zotu6752","Zotu6752",NA,30,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae",NA,NA,"Zotu6752",0.000195,"other"
"554",554,"Zotu2839","Zotu2839",NA,30,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae",NA,NA,"Zotu2839",0.000165,"other"
"555",555,"Zotu677","Zotu677",NA,29,"other","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_bacterium","Zotu677",0.000333,"other"
"556",556,"Zotu679","Zotu679",NA,1,"other","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes_BD2-2","Bacteroidetes_BD2-2","uncultured_prokaryote","Zotu679",0.000251,"1"
"557",557,"Zotu68","Zotu68",NA,31,"other","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales",NA,NA,NA,"Zotu68",0.000818,"other"
"558",558,"Zotu100","Zotu100",NA,31,"other","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales",NA,NA,NA,"Zotu100",0.000562,"other"
"559",559,"Zotu689","Zotu689",NA,0,"other","Bacteria","Sva0485","Sva0485","Sva0485","Sva0485","Sva0485",NA,"Zotu689",0.00031,"0"
"560",560,"Zotu69","Zotu69",NA,32,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Methylophilaceae","MM2","uncultured_bacterium","Zotu69",0.002838,"32"
"561",561,"Zotu372","Zotu372",NA,32,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylococcaceae","Methylococcus","uncultured_bacterium","Zotu372",0.000648,"32"
"562",562,"Zotu693","Zotu693",NA,5,"other","Bacteria","Proteobacteria","Gammaproteobacteria","PLTA13","PLTA13","PLTA13","uncultured_gamma","Zotu693",0.000339,"other"
"563",563,"Zotu694","Zotu694",NA,8,"other","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","SB-5","SB-5","uncultured_bacterium","Zotu694",0.00029,"8"
"564",564,"Zotu695","Zotu695",NA,2,"diff","Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylomonadaceae","Methylomonas","uncultured_bacterium","Zotu695",0.000217,"2"
"565",565,"Zotu699","Zotu699",NA,1,"other","Bacteria","Desulfobacterota","Desulfuromonadia","Geobacterales","Geobacteraceae",NA,NA,"Zotu699",0.000461,"1"
"566",566,"Zotu7","Zotu7",NA,11,"diff","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","uncultured","uncultured_bacterium","Zotu7",0.007544,"11"
"567",567,"Zotu504","Zotu504",NA,11,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Sulfuritalea","uncultured_bacterium","Zotu504",0.000374,"11"
"568",568,"Zotu70","Zotu70",NA,1,"diff","Bacteria","Nitrospirota","4-29-1","4-29-1","4-29-1","4-29-1","uncultured_bacterium","Zotu70",0.001106,"1"
"569",569,"Zotu700","Zotu700",NA,1,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae",NA,NA,"Zotu700",0.000464,"1"
"570",570,"Zotu701","Zotu701",NA,13,"other","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylocystis",NA,"Zotu701",0.000254,"13"
"571",571,"Zotu702","Zotu702",NA,1,"other","Bacteria","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfobulbaceae","uncultured","uncultured_bacterium","Zotu702",0.000423,"1"
"572",572,"Zotu703","Zotu703",NA,13,"other","Bacteria","Actinobacteriota","Coriobacteriia","OPB41","OPB41","OPB41",NA,"Zotu703",0.000252,"13"
"573",573,"Zotu706","Zotu706",NA,13,"other","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Agromyces",NA,"Zotu706",0.000109,"13"
"574",574,"Zotu709","Zotu709",NA,2,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylomonadaceae","Methylomonas",NA,"Zotu709",0.000241,"2"
