"","X","feature","method","group1","group2","p_values","adj_method","p_adjust","Compartment","Experiment","Variety","Timepoint","logFC","int_all","def_all","level1","level2","level3"
"6093",6093,"ko00350","LinDA","Defoliation","Intact",0.352899959755218,"BH",0.868100661152342,"Root","Exp2","MH63","day5",0.0948177645951165,0.00516047148737286,0.00551102491052602,"Tyrosine metabolism","Amino acid metabolism","Metabolism"
"6094",6094,"ko00480","LinDA","Defoliation","Intact",0.367550344830982,"BH",0.868100661152342,"Root","Exp2","MH63","day5",0.0438670698026862,0.00779422151649825,0.00803485508598398,"Glutathione metabolism","Metabolism of other amino acids","Metabolism"
"6095",6095,"ko00643","LinDA","Defoliation","Intact",0.282241001743768,"BH",0.868100661152342,"Root","Exp2","MH63","day5",0.210599867794337,0.00160788887055072,0.00186059952787306,"Styrene degradation","Xenobiotics biodegradation and metabolism","Metabolism"
"6096",6096,"ko00642","LinDA","Defoliation","Intact",0.214107510403363,"BH",0.868100661152342,"Root","Exp2","MH63","day5",0.162792909037569,0.000772041365576289,0.000864263394297661,"Ethylbenzene degradation","Xenobiotics biodegradation and metabolism","Metabolism"
"6097",6097,"ko00640","LinDA","Defoliation","Intact",0.568740282408778,"BH",0.876529141124117,"Root","Exp2","MH63","day5",0.0307172506437685,0.0125966794619931,0.0128677582223967,"Propanoate metabolism","Carbohydrate metabolism","Metabolism"
"6098",6098,"ko00720","LinDA","Defoliation","Intact",0.399151717097,"BH",0.868100661152342,"Root","Exp2","MH63","day5",-0.0707880266556968,0.0188149675408677,0.0179140653454467,"Carbon fixation pathways in prokaryotes","Energy metabolism","Metabolism"
"6099",6099,"ko00960","LinDA","Defoliation","Intact",0.904701427836978,"BH",0.95287054284684,"Root","Exp2","MH63","day5",-0.00871331524154694,0.00224788065292118,0.00223434524612399,"Tropane, piperidine and pyridine alkaloid biosynthesis","Biosynthesis of other secondary metabolites","Metabolism"
"6100",6100,"ko02020","LinDA","Defoliation","Intact",0.369230764266144,"BH",0.868100661152342,"Root","Exp2","MH63","day5",0.0267008066868479,0.0400862346115758,0.0408350420977939,"Two-component system","Signal transduction","Environmental Information Processing"
"6101",6101,"ko00120","LinDA","Defoliation","Intact",0.900920971021469,"BH",0.95287054284684,"Root","Exp2","MH63","day5",0.0341162118324567,0.000161185347220395,0.000165042412091188,"Primary bile acid biosynthesis","Lipid metabolism","Metabolism"
"6102",6102,"ko00965","LinDA","Defoliation","Intact",0.409738748324125,"BH",0.868100661152342,"Root","Exp2","MH63","day5",0.381036423865377,3.15163609444557e-05,4.1043034120767e-05,"Betalain biosynthesis","Biosynthesis of other secondary metabolites","Metabolism"
"6105",6105,"ko00290","LinDA","Defoliation","Intact",0.999141408455254,"BH",0.999141408455254,"Root","Exp2","MH63","day5",-0.019058999170143,0.0111767506470622,0.0110300690577322,"Valine, leucine and isoleucine biosynthesis","Amino acid metabolism","Metabolism"
"6110",6110,"ko00980","LinDA","Defoliation","Intact",0.210543923280062,"BH",0.868100661152342,"Root","Exp2","MH63","day5",0.150105363813133,0.00279814509103386,0.00310496312677052,"Metabolism of xenobiotics by cytochrome P450","Xenobiotics biodegradation and metabolism","Metabolism"
"6111",6111,"ko00410","LinDA","Defoliation","Intact",0.67211331396291,"BH",0.915450517560208,"Root","Exp2","MH63","day5",0.0280310983336342,0.00504740537620853,0.00514643376063606,"beta-Alanine metabolism","Metabolism of other amino acids","Metabolism"
"6112",6112,"ko00983","LinDA","Defoliation","Intact",0.399435889689172,"BH",0.868100661152342,"Root","Exp2","MH63","day5",-0.0592960569032626,0.00333320056232603,0.00319898021937178,"Drug metabolism - other enzymes","Xenobiotics biodegradation and metabolism","Metabolism"
"6114",6114,"ko00791","LinDA","Defoliation","Intact",0.471979755710454,"BH",0.868100661152342,"Root","Exp2","MH63","day5",0.0875072776019058,0.00067181231765026,0.000713822573565211,"Atrazine degradation","Xenobiotics biodegradation and metabolism","Metabolism"
"6115",6115,"ko00790","LinDA","Defoliation","Intact",0.714953880263641,"BH",0.915450517560208,"Root","Exp2","MH63","day5",-0.0246269119280375,0.00517550069287527,0.00508790427583338,"Folate biosynthesis","Metabolism of cofactors and vitamins","Metabolism"
"6117",6117,"ko00020","LinDA","Defoliation","Intact",0.345487785839855,"BH",0.868100661152342,"Root","Exp2","MH63","day5",-0.0706200018347086,0.0146122640690069,0.0139142170346294,"Citrate cycle (TCA cycle)","Carbohydrate metabolism","Metabolism"
"6118",6118,"ko00710","LinDA","Defoliation","Intact",0.773354554442202,"BH",0.915450517560208,"Root","Exp2","MH63","day5",-0.0379517383532515,0.00906273814960125,0.00882744093676245,"Carbon fixation in photosynthetic organisms","Energy metabolism","Metabolism"
"6119",6119,"ko02060","LinDA","Defoliation","Intact",0.622941333996528,"BH",0.89851701504149,"Root","Exp2","MH63","day5",0.0294226582222988,0.00203029820030682,0.00207212968465881,"Phosphotransferase system (PTS)","Membrane transport","Environmental Information Processing"
"6120",6120,"ko00340","LinDA","Defoliation","Intact",0.862247986182212,"BH",0.932741407601097,"Root","Exp2","MH63","day5",-0.0267858040041346,0.00882546495876281,0.00866311868862861,"Histidine metabolism","Amino acid metabolism","Metabolism"
"6121",6121,"ko00785","LinDA","Defoliation","Intact",0.230900954906827,"BH",0.868100661152342,"Root","Exp2","MH63","day5",-0.119103499419645,0.001430699498781,0.00131733035435035,"Lipoic acid metabolism","Metabolism of cofactors and vitamins","Metabolism"
"6122",6122,"ko00550","LinDA","Defoliation","Intact",0.527575577037025,"BH",0.868100661152342,"Root","Exp2","MH63","day5",-0.04685476139097,0.0112040631100905,0.0108460314103539,"Peptidoglycan biosynthesis","Glycan biosynthesis and metabolism","Metabolism"
"6123",6123,"ko00650","LinDA","Defoliation","Intact",0.527494027053701,"BH",0.868100661152342,"Root","Exp2","MH63","day5",0.0443282825372904,0.0132248459138348,0.0136374999924896,"Butanoate metabolism","Carbohydrate metabolism","Metabolism"
"6131",6131,"ko00522","LinDA","Defoliation","Intact",0.0638477842378175,"BH",0.868100661152342,"Root","Exp2","MH63","day5",-3.09905160568433,2.28277509632661e-07,2.6641313591658e-08,"Biosynthesis of 12-, 14- and 16-membered macrolides","Metabolism of terpenoids and polyketides","Metabolism"
"6135",6135,"ko00910","LinDA","Defoliation","Intact",0.631937784392336,"BH",0.89851701504149,"Root","Exp2","MH63","day5",0.0203047341862421,0.0123261938796517,0.0125009013660673,"Nitrogen metabolism","Energy metabolism","Metabolism"
"6137",6137,"ko00460","LinDA","Defoliation","Intact",0.35091283796665,"BH",0.868100661152342,"Root","Exp2","MH63","day5",0.0848280543956983,0.00332499467299051,0.00352636078029826,"Cyanoamino acid metabolism","Metabolism of other amino acids","Metabolism"
"6139",6139,"ko00830","LinDA","Defoliation","Intact",0.180733847159769,"BH",0.868100661152342,"Root","Exp2","MH63","day5",0.198330477581179,0.000688258309996134,0.000789686814407175,"Retinol metabolism","Metabolism of cofactors and vitamins","Metabolism"
"6140",6140,"ko00780","LinDA","Defoliation","Intact",0.777818739389257,"BH",0.915450517560208,"Root","Exp2","MH63","day5",-0.0326109768197647,0.00260664618057665,0.00254838595541458,"Biotin metabolism","Metabolism of cofactors and vitamins","Metabolism"
"6141",6141,"ko00511","LinDA","Defoliation","Intact",0.137945510970264,"BH",0.868100661152342,"Root","Exp2","MH63","day5",-0.270734476708458,0.00125962056623043,0.00104409627066432,"Other glycan degradation","Glycan biosynthesis and metabolism","Metabolism"
"6143",6143,"ko00030","LinDA","Defoliation","Intact",0.714868298879735,"BH",0.915450517560208,"Root","Exp2","MH63","day5",0.0074719754008589,0.0102071750024658,0.0102601769203705,"Pentose phosphate pathway","Carbohydrate metabolism","Metabolism"
"6145",6145,"ko00232","LinDA","Defoliation","Intact",0.738532801951154,"BH",0.915450517560208,"Root","Exp2","MH63","day5",-0.0278443762260673,4.29245436637529e-06,4.21040327058389e-06,"Caffeine metabolism","Biosynthesis of other secondary metabolites","Metabolism"
"6146",6146,"ko00230","LinDA","Defoliation","Intact",0.760836191617778,"BH",0.915450517560208,"Root","Exp2","MH63","day5",-0.0286771454914984,0.0343757086085507,0.0336991524536003,"Purine metabolism","Nucleotide metabolism","Metabolism"
"6148",6148,"ko00540","LinDA","Defoliation","Intact",0.404545085493738,"BH",0.868100661152342,"Root","Exp2","MH63","day5",-0.0605512273086795,0.00843930247258225,0.00809242749522455,"Lipopolysaccharide biosynthesis","Glycan biosynthesis and metabolism","Metabolism"
"6151",6151,"ko00660","LinDA","Defoliation","Intact",0.818892122527732,"BH",0.916296383511473,"Root","Exp2","MH63","day5",-0.0340917169540088,0.00430443173615069,0.00420390792403694,"C5-Branched dibasic acid metabolism","Carbohydrate metabolism","Metabolism"
"6153",6153,"ko04512","LinDA","Defoliation","Intact",0.0900527187707146,"BH",0.868100661152342,"Root","Exp2","MH63","day5",-2.04118397017499,7.14938423446278e-07,1.73704486859782e-07,"ECM-receptor interaction","Signaling molecules and interaction","Environmental Information Processing"
"6154",6154,"ko00982","LinDA","Defoliation","Intact",0.196708670507539,"BH",0.868100661152342,"Root","Exp2","MH63","day5",0.158387099453648,0.00284626629796887,0.00317654343638778,"Drug metabolism - cytochrome P450","Xenobiotics biodegradation and metabolism","Metabolism"
"6155",6155,"ko04630","LinDA","Defoliation","Intact",0.271195346402138,"BH",0.868100661152342,"Root","Exp2","MH63","day5",1.11692416876991,2.712836095629e-08,5.8837096503365e-08,"Jak-STAT signaling pathway","Signal transduction","Environmental Information Processing"
"6157",6157,"ko00140","LinDA","Defoliation","Intact",0.497945829026689,"BH",0.868100661152342,"Root","Exp2","MH63","day5",0.18781248801772,0.000120941432075475,0.000137756563185058,"Steroid hormone biosynthesis","Lipid metabolism","Metabolism"
"6159",6159,"ko00860","LinDA","Defoliation","Intact",0.585231869924146,"BH",0.881211206437507,"Root","Exp2","MH63","day5",0.0157330654712503,0.0125658042566268,0.0127035884238152,"Porphyrin and chlorophyll metabolism","Metabolism of cofactors and vitamins","Metabolism"
"6161",6161,"ko00330","LinDA","Defoliation","Intact",0.553219328475151,"BH",0.872404228574162,"Root","Exp2","MH63","day5",0.0169617560422318,0.0168942514120733,0.0170940492233766,"Arginine and proline metabolism","Amino acid metabolism","Metabolism"
"6162",6162,"ko04080","LinDA","Defoliation","Intact",0.0946015830811747,"BH",0.868100661152342,"Root","Exp2","MH63","day5",-1.34501344994414,4.6908191552701e-07,1.84654245378453e-07,"Neuroactive ligand-receptor interaction","Signaling molecules and interaction","Environmental Information Processing"
"6163",6163,"ko04514","LinDA","Defoliation","Intact",0.169010650170045,"BH",0.868100661152342,"Root","Exp2","MH63","day5",-2.19657403627916,2.85181307892828e-07,6.2213750590937e-08,"Cell adhesion molecules (CAMs)","Signaling molecules and interaction","Environmental Information Processing"
"6164",6164,"ko00908","LinDA","Defoliation","Intact",0.26326563218927,"BH",0.868100661152342,"Root","Exp2","MH63","day5",-0.115049843994929,0.000740295222163146,0.000683551896267014,"Zeatin biosynthesis","Metabolism of terpenoids and polyketides","Metabolism"
"6168",6168,"ko00906","LinDA","Defoliation","Intact",0.515149970181084,"BH",0.868100661152342,"Root","Exp2","MH63","day5",0.0591127834739251,0.000637118968655973,0.000663766387366021,"Carotenoid biosynthesis","Metabolism of terpenoids and polyketides","Metabolism"
"6169",6169,"ko00900","LinDA","Defoliation","Intact",0.576204038680299,"BH",0.878515987469403,"Root","Exp2","MH63","day5",-0.0509572236961899,0.00840246260752222,0.00811086056843522,"Terpenoid backbone biosynthesis","Metabolism of terpenoids and polyketides","Metabolism"
"6170",6170,"ko00901","LinDA","Defoliation","Intact",0.557302758970033,"BH",0.872404228574162,"Root","Exp2","MH63","day5",-0.194533161261156,2.74596307797711e-05,2.39957526614827e-05,"Indole alkaloid biosynthesis","Biosynthesis of other secondary metabolites","Metabolism"
"6172",6172,"ko00903","LinDA","Defoliation","Intact",0.289442633221424,"BH",0.868100661152342,"Root","Exp2","MH63","day5",0.226672485194874,0.00187174581151463,0.00219019149010912,"Limonene and pinene degradation","Metabolism of terpenoids and polyketides","Metabolism"
"6173",6173,"ko00471","LinDA","Defoliation","Intact",0.698825722264078,"BH",0.915450517560208,"Root","Exp2","MH63","day5",-0.0330614896381971,0.00235031063551323,0.00229706225576931,"D-Glutamine and D-glutamate metabolism","Metabolism of other amino acids","Metabolism"
"6174",6174,"ko00472","LinDA","Defoliation","Intact",0.911121421710847,"BH",0.954855249952968,"Root","Exp2","MH63","day5",-0.00903183395887026,0.000211884090986117,0.000210561757371098,"D-Arginine and D-ornithine metabolism","Metabolism of other amino acids","Metabolism"
"6175",6175,"ko00473","LinDA","Defoliation","Intact",0.546704614847849,"BH",0.868100661152342,"Root","Exp2","MH63","day5",-0.0455175944768772,0.00175389149830749,0.00169941936069124,"D-Alanine metabolism","Metabolism of other amino acids","Metabolism"
"6180",6180,"ko00240","LinDA","Defoliation","Intact",0.382178921375256,"BH",0.868100661152342,"Root","Exp2","MH63","day5",-0.056284400247221,0.0248285082101074,0.0238785160404475,"Pyrimidine metabolism","Nucleotide metabolism","Metabolism"
"6181",6181,"ko04012","LinDA","Defoliation","Intact",0.200234083099777,"BH",0.868100661152342,"Root","Exp2","MH63","day5",1.44605703523705,2.10476141919525e-08,5.73468301800908e-08,"ErbB signaling pathway","Signal transduction","Environmental Information Processing"
"6182",6182,"ko04013","LinDA","Defoliation","Intact",0.200234083099777,"BH",0.868100661152342,"Root","Exp2","MH63","day5",1.44605703523705,2.10476141919525e-08,5.73468301800908e-08,"MAPK signaling pathway - fly","Signal transduction","Environmental Information Processing"
"6183",6183,"ko04010","LinDA","Defoliation","Intact",0.380535924038233,"BH",0.868100661152342,"Root","Exp2","MH63","day5",0.931155807421836,3.00748582304348e-08,5.73468301800908e-08,"MAPK signaling pathway","Signal transduction","Environmental Information Processing"
"6184",6184,"ko04011","LinDA","Defoliation","Intact",0.263112083672572,"BH",0.868100661152342,"Root","Exp2","MH63","day5",-0.140473761889958,0.000801125863685409,0.000726798356994736,"MAPK signaling pathway - yeast","Signal transduction","Environmental Information Processing"
"6185",6185,"ko00944","LinDA","Defoliation","Intact",0.73915589173249,"BH",0.915450517560208,"Root","Exp2","MH63","day5",0.352474020436142,7.82032869390359e-06,9.98459055110916e-06,"Flavone and flavonol biosynthesis","Biosynthesis of other secondary metabolites","Metabolism"
"6187",6187,"ko04070","LinDA","Defoliation","Intact",0.747735137483111,"BH",0.915450517560208,"Root","Exp2","MH63","day5",-0.0262622478417985,0.00198210281319521,0.00194634782255659,"Phosphatidylinositol signaling system","Signal transduction","Environmental Information Processing"
"6189",6189,"ko04310","LinDA","Defoliation","Intact",0.832498466664669,"BH",0.916296383511473,"Root","Exp2","MH63","day5",-0.186850553878424,5.46211188304282e-07,4.79858254957334e-07,"Wnt signaling pathway","Signal transduction","Environmental Information Processing"
"6191",6191,"ko00770","LinDA","Defoliation","Intact",0.905590706751386,"BH",0.95287054284684,"Root","Exp2","MH63","day5",-0.026097177128119,0.0096695962523241,0.00949625367892212,"Pantothenate and CoA biosynthesis","Metabolism of cofactors and vitamins","Metabolism"
"6194",6194,"ko00670","LinDA","Defoliation","Intact",0.811169684213406,"BH",0.916296383511473,"Root","Exp2","MH63","day5",-0.0295441089378773,0.00787445037944837,0.00771483403333029,"One carbon pool by folate","Metabolism of cofactors and vitamins","Metabolism"
"6198",6198,"ko00930","LinDA","Defoliation","Intact",0.326968190757991,"BH",0.868100661152342,"Root","Exp2","MH63","day5",0.248840207786584,0.00128025252397456,0.00152126196611783,"Caprolactam degradation","Xenobiotics biodegradation and metabolism","Metabolism"
"6203",6203,"ko00564","LinDA","Defoliation","Intact",0.70094008066357,"BH",0.995244742904644,"Rhizosphere","Exp2","NIP","day2",-0.0141470413805473,0.00931949693962396,0.00922855672955532,"Glycerophospholipid metabolism","Lipid metabolism","Metabolism"
"6204",6204,"ko00680","LinDA","Defoliation","Intact",0.886950452439459,"BH",0.995244742904644,"Rhizosphere","Exp2","NIP","day2",-0.00855843982312702,0.0154798272973463,0.0153882688041439,"Methane metabolism","Energy metabolism","Metabolism"
"6205",6205,"ko00562","LinDA","Defoliation","Intact",0.470340962375125,"BH",0.995244742904644,"Rhizosphere","Exp2","NIP","day2",0.0386395989631113,0.00241944571991817,0.00248512112709319,"Inositol phosphate metabolism","Carbohydrate metabolism","Metabolism"
"6206",6206,"ko00563","LinDA","Defoliation","Intact",0.622104280667243,"BH",0.995244742904644,"Rhizosphere","Exp2","NIP","day2",0.544667923325779,9.38777679098899e-07,1.36938049496698e-06,"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis","Glycan biosynthesis and metabolism","Metabolism"
"6208",6208,"ko00561","LinDA","Defoliation","Intact",0.690904220613452,"BH",0.995244742904644,"Rhizosphere","Exp2","NIP","day2",0.0184127015638728,0.00462319216419991,0.00468257477062914,"Glycerolipid metabolism","Lipid metabolism","Metabolism"
"6209",6209,"ko00440","LinDA","Defoliation","Intact",0.791453312179429,"BH",0.995244742904644,"Rhizosphere","Exp2","NIP","day2",0.0419072234702765,0.000443914707044893,0.000456998595013922,"Phosphonate and phosphinate metabolism","Metabolism of other amino acids","Metabolism"
"6210",6210,"ko00250","LinDA","Defoliation","Intact",0.973853715305312,"BH",0.995244742904644,"Rhizosphere","Exp2","NIP","day2",0.00533299956867107,0.0149021147982924,0.0149573032052295,"Alanine, aspartate and glutamate metabolism","Amino acid metabolism","Metabolism"
"6212",6212,"ko00740","LinDA","Defoliation","Intact",0.854539599012478,"BH",0.995244742904644,"Rhizosphere","Exp2","NIP","day2",-0.010699746705062,0.00377207539436981,0.0037442032844924,"Riboflavin metabolism","Metabolism of cofactors and vitamins","Metabolism"
"6215",6215,"ko00010","LinDA","Defoliation","Intact",0.935909954014896,"BH",0.995244742904644,"Rhizosphere","Exp2","NIP","day2",0.0076093583054908,0.0152423768852376,0.0153229837477452,"Glycolysis / Gluconeogenesis","Carbohydrate metabolism","Metabolism"
"6217",6217,"ko00195","LinDA","Defoliation","Intact",0.956373966728806,"BH",0.995244742904644,"Rhizosphere","Exp2","NIP","day2",-0.00140475746723386,0.00625778344711001,0.00625169318588884,"Photosynthesis","Energy metabolism","Metabolism"
"6220",6220,"ko00760","LinDA","Defoliation","Intact",0.984038780751176,"BH",0.995244742904644,"Rhizosphere","Exp2","NIP","day2",0.00385167445393324,0.00747045937264249,0.00749043048275357,"Nicotinate and nicotinamide metabolism","Metabolism of cofactors and vitamins","Metabolism"
"6221",6221,"ko00920","LinDA","Defoliation","Intact",0.323069035277286,"BH",0.995244742904644,"Rhizosphere","Exp2","NIP","day2",-0.0320263666740164,0.00541266094433032,0.00529382921297307,"Sulfur metabolism","Energy metabolism","Metabolism"
"6222",6222,"ko00311","LinDA","Defoliation","Intact",0.688749135878564,"BH",0.995244742904644,"Rhizosphere","Exp2","NIP","day2",0.0615683194085565,0.000321312258098517,0.000335321349397923,"Penicillin and cephalosporin biosynthesis","Biosynthesis of other secondary metabolites","Metabolism"
"6223",6223,"ko00310","LinDA","Defoliation","Intact",0.31811203097449,"BH",0.995244742904644,"Rhizosphere","Exp2","NIP","day2",0.035936727725422,0.00498612450261904,0.00511188589967918,"Lysine degradation","Amino acid metabolism","Metabolism"
"6225",6225,"ko00600","LinDA","Defoliation","Intact",0.54178916117892,"BH",0.995244742904644,"Rhizosphere","Exp2","NIP","day2",0.0821348268390759,0.000924359087256287,0.000978511111451526,"Sphingolipid metabolism","Lipid metabolism","Metabolism"
"6228",6228,"ko00604","LinDA","Defoliation","Intact",0.518608106904733,"BH",0.995244742904644,"Rhizosphere","Exp2","NIP","day2",0.199490679756325,0.000154530012380689,0.000177445715608872,"Glycosphingolipid biosynthesis - ganglio series","Glycan biosynthesis and metabolism","Metabolism"
"6235",6235,"ko00909","LinDA","Defoliation","Intact",0.0447267419147498,"BH",0.995244742904644,"Rhizosphere","Exp2","NIP","day2",-0.329242583967039,1.68735698248462e-05,1.34305896264003e-05,"Sesquiterpenoid and triterpenoid biosynthesis","Metabolism of terpenoids and polyketides","Metabolism"
"6236",6236,"ko00513","LinDA","Defoliation","Intact",0.275050175886771,"BH",0.995244742904644,"Rhizosphere","Exp2","NIP","day2",-0.15148914205857,3.16088320960672e-06,2.84580851016443e-06,"Various types of N-glycan biosynthesis","Glycan biosynthesis and metabolism","Metabolism"
"6238",6238,"ko00510","LinDA","Defoliation","Intact",0.637404522193344,"BH",0.995244742904644,"Rhizosphere","Exp2","NIP","day2",0.0644081722868244,0.000630761132978011,0.000659559099529449,"N-Glycan biosynthesis","Glycan biosynthesis and metabolism","Metabolism"
"6242",6242,"ko00450","LinDA","Defoliation","Intact",0.917121340343517,"BH",0.995244742904644,"Rhizosphere","Exp2","NIP","day2",0.00930876117076483,0.00753508527490957,0.00758386140970457,"Selenocompound metabolism","Metabolism of other amino acids","Metabolism"
"6243",6243,"ko01051","LinDA","Defoliation","Intact",0.794486814279732,"BH",0.995244742904644,"Rhizosphere","Exp2","NIP","day2",0.0355509098897123,0.00127967262879108,0.00131159807644918,"Biosynthesis of ansamycins","Metabolism of terpenoids and polyketides","Metabolism"
"6244",6244,"ko00565","LinDA","Defoliation","Intact",0.249980440869972,"BH",0.995244742904644,"Rhizosphere","Exp2","NIP","day2",0.355435670691913,0.000147510339287858,0.000188720579012938,"Ether lipid metabolism","Lipid metabolism","Metabolism"
"6245",6245,"ko00524","LinDA","Defoliation","Intact",0.974827907995449,"BH",0.995244742904644,"Rhizosphere","Exp2","NIP","day2",0.00488385539662911,0.000907262014397536,0.000910338509914856,"Neomycin, kanamycin and gentamicin biosynthesis","Biosynthesis of other secondary metabolites","Metabolism"
"6246",6246,"ko00300","LinDA","Defoliation","Intact",0.922402060327793,"BH",0.995244742904644,"Rhizosphere","Exp2","NIP","day2",-0.00264598826582017,0.0104127621131556,0.0103936819922833,"Lysine biosynthesis","Amino acid metabolism","Metabolism"
"6247",6247,"ko00905","LinDA","Defoliation","Intact",0.734287353118076,"BH",0.995244742904644,"Rhizosphere","Exp2","NIP","day2",0.122973645978272,9.81181013852389e-08,1.06848367718946e-07,"Brassinosteroid biosynthesis","Metabolism of terpenoids and polyketides","Metabolism"
"6249",6249,"ko00514","LinDA","Defoliation","Intact",0.860635461872721,"BH",0.995244742904644,"Rhizosphere","Exp2","NIP","day2",-1.24066238007193,4.23360946437055e-08,1.79157173656589e-08,"Other types of O-glycan biosynthesis","Glycan biosynthesis and metabolism","Metabolism"
"6251",6251,"ko00260","LinDA","Defoliation","Intact",0.551998928337236,"BH",0.995244742904644,"Rhizosphere","Exp2","NIP","day2",0.025918422682979,0.0141455461498783,0.0144019713486419,"Glycine, serine and threonine metabolism","Amino acid metabolism","Metabolism"
"6252",6252,"ko00190","LinDA","Defoliation","Intact",0.948130150435765,"BH",0.995244742904644,"Rhizosphere","Exp2","NIP","day2",-0.000413369972538079,0.0271307413628144,0.0271229688073213,"Oxidative phosphorylation","Energy metabolism","Metabolism"
"6254",6254,"ko00750","LinDA","Defoliation","Intact",0.825512787884441,"BH",0.995244742904644,"Rhizosphere","Exp2","NIP","day2",0.0118098251320659,0.00319854083871856,0.00322483138417562,"Vitamin B6 metabolism","Metabolism of cofactors and vitamins","Metabolism"
"6255",6255,"ko00950","LinDA","Defoliation","Intact",0.978135061731158,"BH",0.995244742904644,"Rhizosphere","Exp2","NIP","day2",0.00312393411169938,0.0010678872648669,0.00107020211573658,"Isoquinoline alkaloid biosynthesis","Biosynthesis of other secondary metabolites","Metabolism"
"6257",6257,"ko00592","LinDA","Defoliation","Intact",0.796178255367577,"BH",0.995244742904644,"Rhizosphere","Exp2","NIP","day2",-0.00816131510825067,0.000544270677815129,0.000541200434999853,"alpha-Linolenic acid metabolism","Lipid metabolism","Metabolism"
"6258",6258,"ko00591","LinDA","Defoliation","Intact",0.864963416986611,"BH",0.995244742904644,"Rhizosphere","Exp2","NIP","day2",0.0360291384905923,0.000333321457610544,0.000341750472527695,"Linoleic acid metabolism","Lipid metabolism","Metabolism"
"6259",6259,"ko00590","LinDA","Defoliation","Intact",0.537377562813177,"BH",0.995244742904644,"Rhizosphere","Exp2","NIP","day2",0.0707342032514506,0.00114674945370187,0.00120437479703064,"Arachidonic acid metabolism","Lipid metabolism","Metabolism"
"6260",6260,"ko00062","LinDA","Defoliation","Intact",0.0707743638881414,"BH",0.995244742904644,"Rhizosphere","Exp2","NIP","day2",-0.253352986398714,4.10530053111971e-05,3.44411867003004e-05,"Fatty acid elongation","Lipid metabolism","Metabolism"
"6261",6261,"ko00061","LinDA","Defoliation","Intact",0.984039891975039,"BH",0.995244742904644,"Rhizosphere","Exp2","NIP","day2",0.00173666713552966,0.00991202861302238,0.00992396755975665,"Fatty acid biosynthesis","Lipid metabolism","Metabolism"
"6263",6263,"ko03070","LinDA","Defoliation","Intact",0.654566161245621,"BH",0.995244742904644,"Rhizosphere","Exp2","NIP","day2",-0.0158475661268713,0.0156245800855614,0.0154538880430727,"Bacterial secretion system","Membrane transport","Environmental Information Processing"
"6264",6264,"ko00253","LinDA","Defoliation","Intact",0.739348714756696,"BH",0.995244742904644,"Rhizosphere","Exp2","NIP","day2",-0.0157448560177287,0.00258997275978487,0.00256186076463547,"Tetracycline biosynthesis","Metabolism of terpenoids and polyketides","Metabolism"
"6266",6266,"ko04370","LinDA","Defoliation","Intact",0.950511315582556,"BH",0.995244742904644,"Rhizosphere","Exp2","NIP","day2",-0.0815605717691471,4.28649200985534e-07,4.05088430720828e-07,"VEGF signaling pathway","Signal transduction","Environmental Information Processing"
"6268",6268,"ko00380","LinDA","Defoliation","Intact",0.333081885821487,"BH",0.995244742904644,"Rhizosphere","Exp2","NIP","day2",0.0541434576086273,0.00616628556134889,0.00640209977008056,"Tryptophan metabolism","Amino acid metabolism","Metabolism"
"6269",6269,"ko00500","LinDA","Defoliation","Intact",0.847048412873101,"BH",0.995244742904644,"Rhizosphere","Exp2","NIP","day2",-0.00631034878042265,0.00937433091716918,0.00933341713305889,"Starch and sucrose metabolism","Carbohydrate metabolism","Metabolism"
"6277",6277,"ko00625","LinDA","Defoliation","Intact",0.205289267183468,"BH",0.995244742904644,"Rhizosphere","Exp2","NIP","day2",0.076185211305635,0.00246585691969258,0.00259957233839165,"Chloroalkane and chloroalkene degradation","Xenobiotics biodegradation and metabolism","Metabolism"
"6278",6278,"ko00624","LinDA","Defoliation","Intact",0.822018630345652,"BH",0.995244742904644,"Rhizosphere","Exp2","NIP","day2",-0.0197402171469931,0.000439690017019513,0.000433714765635747,"Polycyclic aromatic hydrocarbon degradation","Xenobiotics biodegradation and metabolism","Metabolism"
"6279",6279,"ko00627","LinDA","Defoliation","Intact",0.764337364365896,"BH",0.995244742904644,"Rhizosphere","Exp2","NIP","day2",0.0243363710016361,0.00341722233920025,0.00347535532817267,"Aminobenzoate degradation","Xenobiotics biodegradation and metabolism","Metabolism"
"6280",6280,"ko00626","LinDA","Defoliation","Intact",0.571342836687153,"BH",0.995244742904644,"Rhizosphere","Exp2","NIP","day2",0.0471488791036004,0.00193684656362476,0.0020011905540833,"Naphthalene degradation","Xenobiotics biodegradation and metabolism","Metabolism"
"6281",6281,"ko00621","LinDA","Defoliation","Intact",0.793397278772488,"BH",0.995244742904644,"Rhizosphere","Exp2","NIP","day2",0.0394217566959573,0.000492186567448977,0.000505821037679228,"Dioxin degradation","Xenobiotics biodegradation and metabolism","Metabolism"
"6282",6282,"ko00620","LinDA","Defoliation","Intact",0.927157528484737,"BH",0.995244742904644,"Rhizosphere","Exp2","NIP","day2",0.00658773761286743,0.0177838586505526,0.0178652502686611,"Pyruvate metabolism","Carbohydrate metabolism","Metabolism"
